Player,Team,Service,Extension,Year,Non-Tendered,Outrighted,Next Year Salary,first_name,last_name,Source,Salary,Salary Diff
Wilmer Flores,Mets,4.003,False,2018,False,False,3400000.0,Wilmer,Flores,MLBTR,2200000.0,1200000.0
Xander Bogaerts,Red Sox,4.042,False,2018,False,False,7050000.0,Xander,Bogaerts,MLBTR,4500000.0,2550000.0
Yasmani Grandal,Dodgers,5.115,False,2018,False,False,7900000.0,Yasmani,Grandal,MLBTR,5500000.0,2400000.0
Yimi Garcia,Dodgers,3.004,False,2018,False,False,630000.0,Yimi,Garcia,MLBTR,555000.0,75000.0
Yolmer Sanchez ,White Sox,2.134,False,2018,False,False,2350000.0,Yolmer,Sanchez ,MLBTR,,
Zach Britton,Orioles,5.158,False,2018,False,False,12000000.0,Zach,Britton,MLBTR,11400000.0,600000.0
Zach McAllister,Indians,5.077,False,2018,False,False,2450000.0,Zach,McAllister,MLBTR,1825000.0,625000.0
Zack Wheeler ,Mets,4.098,False,2018,False,False,1900000.0,Zack,Wheeler ,MLBTR,,
Aaron Sanchez,Blue Jays,4.069,False,2019,False,False,3900000.0,Aaron,Sanchez,MLBTR,2700000.0,1200000.0
Aaron Nola,Phillies,3.076,True,2019,False,False,,Aaron,Nola,MLBTR,573000.0,
Aaron Altherr,Phillies,3.028,False,2019,False,False,1350000.0,Aaron,Altherr,MLBTR,561000.0,789000.0
Aaron Hicks,Yankees,5.041,False,2019,False,False,6000000.0,Aaron,Hicks,MLBTR,2825000.0,3175000.0
Adam Duvall,Braves,3.096,False,2019,False,False,2875000.0,Adam,Duvall,MLBTR,645000.0,2230000.0
Adam Conley,Marlins,2.147,False,2019,False,False,1125000.0,Adam,Conley,MLBTR,,
Adam Morgan,Phillies,3.017,False,2019,False,False,1100000.0,Adam,Morgan,MLBTR,559000.0,541000.0
Addison Russell,Cubs,3.167,False,2019,False,False,3400000.0,Addison,Russell,MLBTR,3200000.0,200000.0
Alex Wood ,Reds,5.123,False,2019,False,False,9650000.0,Alex,Wood ,MLBTR,,
Alex Colome,White Sox,4.118,False,2019,False,False,7325000.0,Alex,Colome,MLBTR,5300000.0,2025000.0
Alex Claudio,Brewers,3.114,False,2019,False,False,1275000.0,Alex,Claudio,MLBTR,568450.0,706550.0
Andrew Heaney,Angels,3.15,False,2019,False,False,3400000.0,Andrew,Heaney,MLBTR,800000.0,2600000.0
Andrew Chafin,Diamondbacks,4.02,False,2019,False,False,1945000.0,Andrew,Chafin,MLBTR,1195000.0,750000.0
Anthony Rendon,Nationals,5.13,False,2019,False,False,18800000.0,Anthony,Rendon,MLBTR,12300000.0,6500000.0
Anthony DeSclafani,Reds,4.062,False,2019,False,False,2125000.0,Anthony,DeSclafani,MLBTR,860000.0,1265000.0
Archie Bradley,Diamondbacks,3.112,False,2019,False,False,1830000.0,Archie,Bradley,MLBTR,581900.0,1248100.0
Arodys Vizcaino,Braves,5.168,False,2019,False,False,4800000.0,Arodys,Vizcaino,MLBTR,3400000.0,1400000.0
Austin Hedges,Padres,2.166,False,2019,False,False,2060000.0,Austin,Hedges,MLBTR,553100.0,1506900.0
Austin Romine,Yankees,5.045,False,2019,False,False,1800000.0,Austin,Romine,MLBTR,1100000.0,700000.0
Blaine Hardy,Tigers,3.108,False,2019,False,False,1300000.0,Blaine,Hardy,MLBTR,795000.0,505000.0
Blake Treinen ,Athletics,4.065,False,2019,False,False,6400000.0,Blake,Treinen ,MLBTR,,
Blake Swihart,Red Sox,2.164,False,2019,False,False,910000.0,Blake,Swihart,MLBTR,563500.0,346500.0
Brad Peacock,Astros,4.165,False,2019,False,False,3110000.0,Brad,Peacock,MLBTR,2440000.0,670000.0
Brandon Drury,Blue Jays,2.165,False,2019,False,False,1300000.0,Brandon,Drury,MLBTR,621900.0,678100.0
Brandon Workman,Red Sox,4.051,False,2019,False,False,1150000.0,Brandon,Workman,MLBTR,,
Brian Flynn,Royals,3.086,False,2019,False,False,800000.0,Brian,Flynn,MLBTR,573500.0,226500.0
Brock Holt,Red Sox,5.052,False,2019,False,False,3575000.0,Brock,Holt,MLBTR,2225000.0,1350000.0
Bryan Mitchell,Padres,3.049,False,2019,False,False,900000.0,Bryan,Mitchell,MLBTR,552800.0,347200.0
Byron Buxton,Twins,2.16,False,2019,False,False,1750000.0,Byron,Buxton,MLBTR,580000.0,1170000.0
C.J. Cron,Twins,4.097,False,2019,False,False,4800000.0,C.J.,Cron,MLBTR,2300000.0,2500000.0
Cam Bedrosian,Angels,3.153,False,2019,False,False,1750000.0,Cam,Bedrosian,MLBTR,1100000.0,650000.0
Carl Edwards Jr.,Cubs,2.134,False,2019,False,False,1500000.0,Carl,Edwards Jr.,MLBTR,,
Carlos Correa ,Astros,3.119,False,2019,False,False,5000000.0,Carlos,Correa ,MLBTR,,
Carlos Rodon,White Sox,3.168,False,2019,False,False,4200000.0,Carlos,Rodon,MLBTR,2300000.0,1900000.0
Cesar Hernandez,Phillies,4.154,False,2019,False,False,7750000.0,Cesar,Hernandez,MLBTR,5100000.0,2650000.0
Chad Bettis,Rockies,4.096,False,2019,False,False,3350000.0,Chad,Bettis,MLBTR,2000000.0,1350000.0
Charlie Culberson,Braves,3.084,False,2019,False,False,1395000.0,Charlie,Culberson,MLBTR,575000.0,820000.0
Chasen Shreve,Cardinals,3.167,False,2019,False,False,900000.0,Chasen,Shreve,MLBTR,825000.0,75000.0
Chaz Roe,Rays,3.094,False,2019,False,False,1275000.0,Chaz,Roe,MLBTR,720000.0,555000.0
Chris Devenski,Astros,3.0,False,2019,False,False,1525000.0,Chris,Devenski,MLBTR,599200.0,925800.0
Chris Taylor,Dodgers,3.037,False,2019,False,False,3500000.0,Chris,Taylor,MLBTR,575000.0,2925000.0
Chris Rusin,Rockies,4.092,False,2019,False,False,1687500.0,Chris,Rusin,MLBTR,1287500.0,400000.0
Cody Anderson,Indians,3.017,False,2019,False,False,641500.0,Cody,Anderson,MLBTR,545000.0,96500.0
Collin McHugh,Astros,5.085,False,2019,False,False,5800000.0,Collin,McHugh,MLBTR,5000000.0,800000.0
Corey Knebel,Brewers,3.151,False,2019,False,False,5125000.0,Corey,Knebel,MLBTR,3650000.0,1475000.0
Corey Seager,Dodgers,3.032,False,2019,False,False,4000000.0,Corey,Seager,MLBTR,605000.0,3395000.0
Corey Dickerson,Pirates,5.101,False,2019,False,False,8500000.0,Corey,Dickerson,MLBTR,5950000.0,2550000.0
Curt Casali,Reds,2.151,False,2019,False,False,950000.0,Curt,Casali,MLBTR,,
Dan Straily,Marlins,4.126,False,2019,False,False,5000000.0,Dan,Straily,MLBTR,3370000.0,1630000.0
Daniel Winkler,Braves,4.0,False,2019,False,False,1610000.0,Daniel,Winkler,MLBTR,610000.0,1000000.0
Daniel Norris,Tigers,3.073,False,2019,False,False,1275000.0,Daniel,Norris,MLBTR,561400.0,713600.0
Danny Salazar,Indians,4.162,False,2019,False,False,4500000.0,Danny,Salazar,MLBTR,5000000.0,-500000.0
David Peralta,Diamondbacks,4.12,False,2019,False,False,7000000.0,David,Peralta,MLBTR,3300000.0,3700000.0
Delino DeShields Jr.,Rangers,3.116,False,2019,False,False,1400000.0,Delino,DeShields Jr.,MLBTR,561500.0,838500.0
Dellin Betances,Yankees,5.078,False,2019,False,False,7125000.0,Dellin,Betances,MLBTR,5100000.0,2025000.0
Devon Travis,Blue Jays,3.163,False,2019,False,False,1925000.0,Devon,Travis,MLBTR,1450000.0,475000.0
Didi Gregorius,Yankees,5.159,False,2019,False,False,11750000.0,Didi,Gregorius,MLBTR,8250000.0,3500000.0
Domingo Santana,Mariners,3.024,False,2019,False,False,1950000.0,Domingo,Santana,MLBTR,572400.0,1377600.0
Dominic Leone,Cardinals,3.123,False,2019,False,False,1260000.0,Dominic,Leone,MLBTR,1085000.0,175000.0
Dylan Bundy,Orioles,3.026,False,2019,False,False,2800000.0,Dylan,Bundy,MLBTR,1640000.0,1160000.0
Eddie Rosario,Twins,3.12,False,2019,False,False,4190000.000000001,Eddie,Rosario,MLBTR,602500.0,3587500.000000001
Eduardo Rodriguez,Red Sox,3.13,False,2019,False,False,4300000.0,Eduardo,Rodriguez,MLBTR,2375000.0,1925000.0
Ehire Adrianza,Twins,4.131,False,2019,False,False,1300000.0,Ehire,Adrianza,MLBTR,1000000.0,300000.0
Enrique Hernandez,Dodgers,4.054,False,2019,False,False,3725000.0,Enrique,Hernandez,MLBTR,1600000.0,2125000.0
Erik Kratz,Brewers,4.156,False,2019,False,False,1200000.0,Erik,Kratz,MLBTR,,
Francisco Lindor,Indians,3.113,False,2019,False,False,10850000.0,Francisco,Lindor,MLBTR,623200.0,10226800.0
Gerrit Cole ,Astros,5.111,False,2019,False,False,13500000.0,Gerrit,Cole ,MLBTR,,
Greg Garcia,Padres,3.083,False,2019,False,False,910000.0,Greg,Garcia,MLBTR,569600.0,340400.0
Greg Bird,Yankees,3.053,False,2019,False,False,1200000.0,Greg,Bird,MLBTR,582000.0,618000.0
Hansel Robles,Angels,3.119,False,2019,False,False,1400000.0,Hansel,Robles,MLBTR,,
Heath Hembree,Red Sox,3.106,False,2019,False,False,1312000.0,Heath,Hembree,MLBTR,581500.0,730500.0
Hector Neris,Phillies,3.068,False,2019,False,False,1800000.0,Hector,Neris,MLBTR,582500.0,1217500.0
Hernan Perez,Brewers,4.079,False,2019,False,False,2500000.0,Hernan,Perez,MLBTR,1975000.0,525000.0
J.C. Ramirez,Angels,3.139,False,2019,False,False,1901000.0,J.C.,Ramirez,MLBTR,1900000.0,1000.0
J.T. Realmuto,Marlins,4.038,False,2019,False,False,5900000.0,J.T.,Realmuto,MLBTR,2900000.0,3000000.0
Jackie Bradley Jr.,Red Sox,4.15,False,2019,False,False,8550000.0,Jackie,Bradley Jr.,MLBTR,6100000.0,2450000.0
Jacob deGrom,Mets,4.139,False,2019,False,False,17000000.0,Jacob,deGrom,MLBTR,7400000.0,9600000.0
Jake Marisnick,Astros,4.132,False,2019,False,False,2212000.0,Jake,Marisnick,MLBTR,1900000.0,312000.0
Jake Lamb,Diamondbacks,4.053,False,2019,False,False,4825000.0,Jake,Lamb,MLBTR,4275000.0,550000.0
Jake Odorizzi,Twins,5.042,False,2019,False,False,9500000.0,Jake,Odorizzi,MLBTR,6300000.0,3200000.0
James Paxton,Yankees,4.151,False,2019,False,False,8575000.0,James,Paxton,MLBTR,4900000.0,3675000.0
Javier Baez,Cubs,3.089,False,2019,False,False,5200000.0,Javier,Baez,MLBTR,657000.0,4543000.0
Jerad Eickhoff,Phillies,3.045,False,2019,False,False,975000.0,Jerad,Eickhoff,MLBTR,568000.0,407000.0
Jesse Hahn,Royals,3.067,False,2019,False,False,800000.0,Jesse,Hahn,MLBTR,574000.0,226000.0
Jimmy Nelson,Brewers,4.107,False,2019,False,False,3700000.0,Jimmy,Nelson,MLBTR,3700000.0,0.0
Joc Pederson,Dodgers,4.028,False,2019,False,False,5000000.0,Joc,Pederson,MLBTR,2600000.0,2400000.0
Joe Biagini,Blue Jays,2.134,False,2019,False,False,900000.0,Joe,Biagini,MLBTR,,
Joe Ross,Nationals,3.067,False,2019,False,False,1000000.0,Joe,Ross,MLBTR,567900.0,432100.0
Joe Panik,Giants,,False,2019,False,False,3800000.0,Joe,Panik,MLBTR,3450000.0,350000.0
John Ryan Murphy,Diamondbacks,3.043,False,2019,False,False,900000.0,John,Ryan Murphy,MLBTR,,
Jonathan Villar,Orioles,4.113,False,2019,False,False,4825000.0,Jonathan,Villar,MLBTR,2550000.0,2275000.0
Jonathan Gray,Rockies,3.062,False,2019,False,False,2935000.0,Jonathan,Gray,MLBTR,,
Jonny Venters,Braves,5.159,False,2019,False,False,2250000.0,Jonny,Venters,MLBTR,,
Jose Alvarez,Phillies,4.035,False,2019,False,False,1925000.0,Jose,Alvarez,MLBTR,1050000.0,875000.0
Jose Urena,Marlins,3.04,False,2019,False,False,3200000.0,Jose,Urena,MLBTR,,
Jose Peraza,Reds,2.141,False,2019,False,False,2775000.0,Jose,Peraza,MLBTR,570000.0,2205000.0
Jose Abreu,White Sox,5.0,False,2019,False,False,16000000.0,Jose,Abreu,MLBTR,13000000.0,3000000.0
Josh Phegley,Athletics,4.087,False,2019,False,False,1075000.0,Josh,Phegley,MLBTR,905000.0,170000.0
Josh Fields,Dodgers,5.083,False,2019,False,False,2850000.0,Josh,Fields,MLBTR,2200000.0,650000.0
Junior Guerra,Brewers,2.155,False,2019,False,False,2225000.0,Junior,Guerra,MLBTR,,
Jurickson Profar,Athletics,4.165,False,2019,False,False,3600000.0,Jurickson,Profar,MLBTR,1050000.0,2550000.0
Ken Giles,Blue Jays,4.113,False,2019,False,False,6300000.0,Ken,Giles,MLBTR,4600000.0,1700000.0
Keone Kela,Pirates,4.0,False,2019,False,False,3175000.0,Keone,Kela,MLBTR,1200000.0,1975000.0
Kevin Pillar,Blue Jays,4.113,False,2019,False,False,5800000.0,Kevin,Pillar,MLBTR,3250000.0,2550000.0
Kevin Gausman,Braves,4.151,False,2019,False,False,9350000.0,Kevin,Gausman,MLBTR,5600000.0,3750000.0
Kevin Plawecki,Indians,2.167,False,2019,False,False,1137000.0,Kevin,Plawecki,MLBTR,557471.0,579529.0
Khris Davis,Athletics,5.104,False,2019,False,False,16500000.0,Khris,Davis,MLBTR,10500000.0,6000000.0
Kirby Yates,Padres,4.021,False,2019,False,False,3062000.0,Kirby,Yates,MLBTR,1062500.0,1999500.0
Kris Bryant,Cubs,3.171,False,2019,False,False,12900000.0,Kris,Bryant,MLBTR,10850000.0,2050000.0
Kyle Hendricks,Cubs,4.081,False,2019,False,False,7405000.0,Kyle,Hendricks,MLBTR,4175000.0,3230000.0
Kyle Schwarber,Cubs,3.086,False,2019,False,False,3390000.0,Kyle,Schwarber,MLBTR,604500.0,2785500.0
Kyle Barraclough ,Nationals,3.059,False,2019,False,False,1725000.0,Kyle,Barraclough ,MLBTR,,
Kyle Gibson,Twins,5.039,False,2019,False,False,8125000.0,Kyle,Gibson,MLBTR,4200000.0,3925000.0
Lance McCullers Jr.,Astros,3.14,False,2019,False,False,4100000.0,Lance,McCullers Jr.,MLBTR,2450000.0,1650000.0
Leonys Martin,Indians,5.161,False,2019,False,False,3000000.0,Leonys,Martin,MLBTR,1750000.0,1250000.0
Leury Garcia,White Sox,4.025,False,2019,False,False,1550000.0,Leury,Garcia,MLBTR,1175000.0,375000.0
Liam Hendriks,Athletics,4.164,False,2019,False,False,2150000.0,Liam,Hendriks,MLBTR,1900000.0,250000.0
Luis Garcia,Angels,4.006,False,2019,False,False,1675000.0,Luis,Garcia,MLBTR,1200000.0,475000.0
Luis Severino,Yankees,2.17,True,2019,False,False,,Luis,Severino,MLBTR,604975.0,
Maikel Franco,Phillies,3.17,False,2019,False,False,5200000.0,Maikel,Franco,MLBTR,2950000.0,2250000.0
Manny Pina,Brewers,3.046,False,2019,False,False,1600000.0,Manny,Pina,MLBTR,560100.0,1039900.0
Marcell Ozuna,Cardinals,5.124,False,2019,False,False,12250000.0,Marcell,Ozuna,MLBTR,9000000.0,3250000.0
Marcus Semien,Athletics,4.118,False,2019,False,False,5900000.0,Marcus,Semien,MLBTR,3125000.0,2775000.0
Marcus Stroman,Blue Jays,4.148,False,2019,False,False,7400000.0,Marcus,Stroman,MLBTR,6500000.0,900000.0
Mark Canha,Athletics,3.092,False,2019,False,False,2050000.0,Mark,Canha,MLBTR,,
Matt Andriese,Diamondbacks,3.071,False,2019,False,False,920000.0,Matt,Andriese,MLBTR,558400.0,361600.0
Matt Duffy,Rays,4.059,False,2019,False,False,2675000.0,Matt,Duffy,MLBTR,930000.0,1745000.0
Matt Barnes,Red Sox,3.11,False,2019,False,False,1600000.0,Matt,Barnes,MLBTR,605000.0,995000.0
Matthew Boyd,Tigers,2.136,False,2019,False,False,2600000.0,Matthew,Boyd,MLBTR,,
Max Kepler,Twins,2.152,False,2019,False,False,3125000.0,Max,Kepler,MLBTR,587500.0,2537500.0
Michael Foltynewicz,Braves,3.163,False,2019,False,False,5475000.0,Michael,Foltynewicz,MLBTR,,
Michael Wacha,Cardinals,5.062,False,2019,False,False,6350000.0,Michael,Wacha,MLBTR,5300000.0,1050000.0
Michael Conforto,Mets,3.043,False,2019,False,False,4025000.000000001,Michael,Conforto,MLBTR,605094.0,3419906.000000001
Michael Feliz,Pirates,3.026,False,2019,False,False,850000.0,Michael,Feliz,MLBTR,575500.0,274500.0
Michael Lorenzen,Reds,3.159,False,2019,False,False,1950000.0,Michael,Lorenzen,MLBTR,1312500.0,637500.0
Michael Fulmer ,Tigers,2.157,False,2019,False,False,2800000.0,Michael,Fulmer ,MLBTR,,
Michael A. Taylor ,Nationals,4.01,False,2019,False,False,3250000.0,Michael,A. Taylor ,MLBTR,,
Miguel Rojas,Marlins,4.043,False,2019,False,False,3155000.0,Miguel,Rojas,MLBTR,1180000.0,1975000.0
Miguel Sano,Twins,3.066,False,2019,False,False,2650000.0,Miguel,Sano,MLBTR,602500.0,2047500.0
Mike Montgomery,Cubs,3.089,False,2019,False,False,2440000.0,Mike,Montgomery,MLBTR,611250.0,1828750.0
Mike Zunino,Rays,4.165,False,2019,False,False,4412000.0,Mike,Zunino,MLBTR,2975000.0,1437000.0
Mookie Betts,Red Sox,4.07,False,2019,False,False,20000000.0,Mookie,Betts,MLBTR,10500000.0,9500000.0
Mychal Givens,Orioles,3.069,False,2019,False,False,2150000.0,Mychal,Givens,MLBTR,566500.0,1583500.0
Neil Ramirez,Indians,4.001,False,2019,False,False,1000000.0,Neil,Ramirez,MLBTR,,
Nicholas Castellanos,Tigers,5.029,False,2019,False,False,9950000.0,Nicholas,Castellanos,MLBTR,,
Nick Tropeano,Angels,3.068,False,2019,False,False,1075000.0,Nick,Tropeano,MLBTR,,
Nick Ahmed,Diamondbacks,4.054,False,2019,False,False,3663000.0,Nick,Ahmed,MLBTR,1275000.0,2388000.0
Nick Goody,Indians,2.16,False,2019,False,False,675000.0,Nick,Goody,MLBTR,561500.0,113500.0
Noah Syndergaard,Mets,3.149,False,2019,False,False,6000000.0,Noah,Syndergaard,MLBTR,2975000.0,3025000.0
Nomar Mazara,Rangers,3.0,False,2019,False,False,3300000.0,Nomar,Mazara,MLBTR,563560.0,2736440.0
Pedro Baez,Dodgers,4.059,False,2019,False,False,2100000.0,Pedro,Baez,MLBTR,1500000.0,600000.0
Randal Grichuk,Blue Jays,4.033,False,2019,False,False,5000000.0,Randal,Grichuk,MLBTR,2800000.0,2200000.0
Robbie Ray,Diamondbacks,4.007,False,2019,False,False,6050000.0,Robbie,Ray,MLBTR,3950000.0,2100000.0
Robbie Erlin,Padres,4.078,False,2019,False,False,1450000.0,Robbie,Erlin,MLBTR,650000.0,800000.0
Roberto Osuna,Astros,3.097,False,2019,False,False,6500000.0,Roberto,Osuna,MLBTR,5300000.0,1200000.0
Roenis Elias,Mariners,3.069,False,2019,False,False,910000.0,Roenis,Elias,MLBTR,,
Ryan Pressly,Astros,5.039,False,2019,False,False,2900000.0,Ryan,Pressly,MLBTR,1600000.0,1300000.0
Ryan Buchter,Athletics,3.01,False,2019,False,False,1400000.0,Ryan,Buchter,MLBTR,555000.0,845000.0
Ryan Dull,Athletics,2.143,False,2019,False,False,860000.0,Ryan,Dull,MLBTR,555000.0,305000.0
Ryan Tepera ,Blue Jays,3.008,False,2019,False,False,1525000.0,Ryan,Tepera ,MLBTR,,
Sam Freeman,Braves,4.066,False,2019,False,False,1375000.0,Sam,Freeman,MLBTR,1075000.0,300000.0
Sam Dyson,Giants,4.142,False,2019,False,False,5000000.0,Sam,Dyson,MLBTR,4425000.0,575000.0
Sammy Solis,Nationals,3.061,False,2019,False,False,850000.0,Sammy,Solis,MLBTR,560300.0,289700.0
Sandy Leon,Red Sox,4.149,False,2019,False,False,2475000.0,Sandy,Leon,MLBTR,1950000.0,525000.0
Scooter Gennett,Reds,5.071,False,2019,False,False,9775000.0,Scooter,Gennett,MLBTR,5700000.0,4075000.0
Scott Oberg,Rockies,3.063,False,2019,False,False,1300000.0,Scott,Oberg,MLBTR,555000.0,745000.0
Sean Manaea,Athletics,2.157,False,2019,False,False,3150000.0,Sean,Manaea,MLBTR,550000.0,2600000.0
Shane Greene,Tigers,4.075,False,2019,False,False,4000000.0,Shane,Greene,MLBTR,1950000.0,2050000.0
Sonny Gray,Yankees,5.061,False,2019,False,False,7500000.0,Sonny,Gray,MLBTR,6500000.0,1000000.0
Steven Souza Jr.,Diamondbacks,4.072,False,2019,False,False,4125000.0,Steven,Souza Jr.,MLBTR,,
Steven Matz,Mets,3.099,False,2019,False,False,2625000.0,Steven,Matz,MLBTR,577000.0,2048000.0
Steven Wright,Red Sox,4.087,False,2019,False,False,1375000.0,Steven,Wright,MLBTR,1100000.0,275000.0
T.J. McFarland,Diamondbacks,4.164,False,2019,False,False,1450000.0,T.J.,McFarland,MLBTR,850000.0,600000.0
Taijuan Walker,Diamondbacks,4.142,False,2019,False,False,5025000.0,Taijuan,Walker,MLBTR,4825000.0,200000.0
Tanner Roark,Reds,5.055,False,2019,False,False,10000000.0,Tanner,Roark,MLBTR,6475000.0,3525000.0
Taylor Rogers,Twins,2.145,False,2019,False,False,1525000.0,Taylor,Rogers,MLBTR,565000.0,960000.0
Tommy La Stella,Angels,4.057,False,2019,False,False,1350000.0,Tommy,La Stella,MLBTR,950000.0,400000.0
Tommy Pham ,Rays,3.107,False,2019,False,False,4100000.0,Tommy,Pham ,MLBTR,,
Tommy Kahnle,Yankees,3.131,False,2019,False,False,1387000.0,Tommy,Kahnle,MLBTR,1312500.0,74500.0
Tony Cingrani,Dodgers,5.088,False,2019,False,False,2650000.0,Tony,Cingrani,MLBTR,2300000.0,350000.0
Tony Wolters,Rockies,2.161,False,2019,False,False,960000.0,Tony,Wolters,MLBTR,550000.0,410000.0
Travis Shaw,Brewers,3.088,False,2019,False,False,4675000.0,Travis,Shaw,MLBTR,567400.0,4107600.0
Travis D'Arnaud,Mets,5.044,False,2019,False,False,3515000.0,Travis,D'Arnaud,MLBTR,,
Travis Jankowski,Padres,2.169,False,2019,False,False,1165000.0,Travis,Jankowski,MLBTR,,
Trea Turner,Nationals,2.135,False,2019,False,False,3725000.0,Trea,Turner,MLBTR,577200.0,3147800.0
Trevor Bauer ,Indians,4.158,False,2019,False,False,13000000.0,Trevor,Bauer ,MLBTR,,
Trevor Story,Rockies,3.0,False,2019,False,False,5000000.0,Trevor,Story,MLBTR,555000.0,4445000.0
Trevor May,Twins,4.012,False,2019,False,False,900000.0,Trevor,May,MLBTR,650000.0,250000.0
Tyler Skaggs,Angels,4.135,False,2019,False,False,3700000.0,Tyler,Skaggs,MLBTR,1875000.0,1825000.0
Tyler Saladino,Brewers,3.053,False,2019,False,False,887500.0,Tyler,Saladino,MLBTR,565000.0,322500.0
Tyler Thornburg,Red Sox,5.057,False,2019,False,False,1750000.0,Tyler,Thornburg,MLBTR,2050000.0,-300000.0
Tyler Anderson,Rockies,3.065,False,2019,False,False,2625000.0,Tyler,Anderson,MLBTR,555000.0,2070000.0
Vince Velasquez,Phillies,3.086,False,2019,False,False,2249000.0,Vince,Velasquez,MLBTR,,
Will Harris,Astros,5.102,False,2019,False,False,4225000.0,Will,Harris,MLBTR,2800000.0,1425000.0
Will Smith,Giants,5.155,False,2019,False,False,4225000.0,Will,Smith,MLBTR,2500000.0,1725000.0
Xander Bogaerts,Red Sox,5.042,False,2019,False,False,12000000.0,Xander,Bogaerts,MLBTR,7050000.0,4950000.0
Yasiel Puig,Reds,5.102,False,2019,False,False,9700000.0,Yasiel,Puig,MLBTR,9214286.0,485714.0
Yimi Garcia,Dodgers,3.149,False,2019,False,False,710000.0,Yimi,Garcia,MLBTR,630000.0,80000.0
Yolmer Sanchez,White Sox,3.134,False,2019,False,False,4625000.0,Yolmer,Sanchez,MLBTR,,
Zach Davies,Brewers,3.02,False,2019,False,False,2600000.0,Zach,Davies,MLBTR,572000.0,2028000.0
Zack Wheeler,Mets,5.098,False,2019,False,False,5975000.0,Zack,Wheeler,MLBTR,,
Aaron Judge,Yankees,3.051,False,2020,False,False,8500000.0,Aaron,Judge,MLBTR,684300.0,7815700.0
Adam Duvall,Braves,3.151,False,2020,False,False,3250000.0,Adam,Duvall,MLBTR,,
Adam Conley,Marlins,3.147,False,2020,False,False,1525000.0,Adam,Conley,MLBTR,1125000.0,400000.0
Adam Morgan,Phillies,4.017,False,2020,False,False,1575000.0,Adam,Morgan,MLBTR,1100000.0,475000.0
Adam Frazier,Pirates,3.075,False,2020,False,False,2800000.0,Adam,Frazier,MLBTR,584000.0,2216000.0
Albert Almora,Cubs,3.073,False,2020,False,False,1575000.0,Albert,Almora,MLBTR,615500.0,959500.0
Aledmys Diaz ,Astros,3.1,False,2020,False,False,2600000.0,Aledmys,Diaz ,MLBTR,,
Alex Dickerson,Giants,3.12,False,2020,False,False,925000.0,Alex,Dickerson,MLBTR,,
Alex Colome,White Sox,5.118,False,2020,False,False,10533000.0,Alex,Colome,MLBTR,7325000.0,3208000.0
Andrew Heaney,Angels,4.15,False,2020,False,False,4300000.0,Andrew,Heaney,MLBTR,3400000.0,900000.0
Andrew Chafin,Diamondbacks,5.02,False,2020,False,False,3045000.0,Andrew,Chafin,MLBTR,1945000.0,1100000.0
Andrew Knapp,Phillies,3.0,False,2020,False,False,710000.0,Andrew,Knapp,MLBTR,565000.0,145000.0
Andrew Benintendi,Red Sox,3.062,True,2020,False,False,,Andrew,Benintendi,MLBTR,717500.0,
Anthony Bass,Blue Jays,5.01,False,2020,False,False,1500000.0,Anthony,Bass,MLBTR,,
Anthony DeSclafani,Reds,5.062,False,2020,False,False,5900000.0,Anthony,DeSclafani,MLBTR,2125000.0,3775000.0
Archie Bradley ,Diamondbacks,4.112,False,2020,False,False,4100000.0,Archie,Bradley ,MLBTR,,
Austin Barnes,Dodgers,3.098,False,2020,False,False,1100000.0,Austin,Barnes,MLBTR,575000.0,525000.0
Austin Hedges,Padres,3.166,False,2020,False,False,3000000.0,Austin,Hedges,MLBTR,2060000.0,940000.0
Ben Gamel,Brewers,3.029,False,2020,False,False,1400000.0,Ben,Gamel,MLBTR,567700.0,832300.0
Brad Peacock,Astros,5.165,False,2020,False,False,3900000.0,Brad,Peacock,MLBTR,3110000.0,790000.0
Brandon Drury,Blue Jays,3.165,False,2020,False,False,2050000.0,Brandon,Drury,MLBTR,1300000.0,750000.0
Brandon Nimmo,Mets,3.042,False,2020,False,False,2175000.0,Brandon,Nimmo,MLBTR,598285.0,1576715.0
Brandon Workman,Red Sox,5.051,False,2020,False,False,3500000.0,Brandon,Workman,MLBTR,1150000.0,2350000.0
Brent Suter,Brewers,2.161,True,2020,False,False,,Brent,Suter,MLBTR,568300.0,
Brian Goodwin ,Angels,3.019,False,2020,False,False,2200000.0,Brian,Goodwin ,MLBTR,,
Buck Farmer,Tigers,3.083,False,2020,False,False,1150000.0,Buck,Farmer,MLBTR,570800.0,579200.0
Byron Buxton,Twins,3.16,False,2020,False,False,3075000.0,Byron,Buxton,MLBTR,1750000.0,1325000.0
Cam Bedrosian,Angels,4.153,False,2020,False,False,2800000.0,Cam,Bedrosian,MLBTR,1750000.0,1050000.0
Carlos Correa,Astros,4.119,False,2020,False,False,8000000.0,Carlos,Correa,MLBTR,5000000.0,3000000.0
Carlos Estevez,Rockies,3.022,False,2020,False,False,1080000.0,Carlos,Estevez,MLBTR,,
Carlos Rodon,White Sox,4.168,False,2020,False,False,4450000.0,Carlos,Rodon,MLBTR,4200000.0,250000.0
Chad Pinder,Athletics,3.047,False,2020,False,False,2025000.0,Chad,Pinder,MLBTR,565000.0,1460000.0
Chad Kuhl,Pirates,3.079,False,2020,False,False,840000.0,Chad,Kuhl,MLBTR,578000.0,262000.0
